doy,month,hour,growth_stage,temperature_mean_C,temperature_max_C,temperature_min_C,humidity_pct,wind_speed_2m_ms,rainfall_mm,sunshine_hours,soil_moisture_pct,soil_ph,nitrogen_mgkg,phosphorus_mgkg,potassium_mgkg,crop_health_score,Ra_MJ_m2_day,Rs_MJ_m2_day,Rn_MJ_m2_day,es_kPa,ea_kPa,VPD_kPa,ETo_mm_day,Kc,ETc_mm_day,Ks_stress_coeff,Pe_eff_rain_day_mm,CWR_mm_per_day,soil_fertility_score,fertility_class,irrigation_needed
260,9,18,4,25.56,28.63,22.02,75.19,1.07,41.15,2.41,47.46,6.88,104.5,27.6,254.3,62.3,35.7807,12.5233,8.3744,3.2844,2.4696,0.8148,2.9603,0.7,2.0722,0.9152,1.1007,0.8216,76.07,High,1
246,9,18,2,25.71,29.13,20.89,98.0,1.4,171.63,5.36,60.22,6.26,166.9,26.9,147.0,52.7,37.0808,17.3395,11.7142,3.2535,3.1884,0.0651,3.2832,0.85,2.7907,1.0,4.7388,0.0,65.93,Medium,0
275,10,12,3,30.74,34.07,27.69,53.03,2.51,10.47,11.0,46.55,7.09,171.2,28.2,291.0,45.2,34.0175,24.3808,13.9263,4.5259,2.4002,2.1257,6.5696,1.15,7.555,0.8852,0.3314,6.3782,73.34,Medium,1
32,2,17,1,20.77,26.01,15.39,53.94,1.029,4.71,2.24,53.56,6.2,205.6,52.3,31.4,62.9,29.3742,10.281,6.1411,2.5567,1.3791,1.1776,2.5915,0.4,1.0366,1.0,0.1534,0.8972,76.89,High,1
137,5,7,2,36.97,40.86,31.27,65.48,1.517,18.41,2.94,29.81,7.2,130.5,22.4,298.6,43.0,39.1307,14.2455,10.2201,6.1411,4.0211,2.1201,4.6126,0.85,3.9207,0.3271,0.5595,0.7519,57.24,Medium,1
12,1,13,2,16.72,21.68,12.24,51.76,2.305,31.66,4.12,53.33,7.31,145.2,14.4,173.8,43.2,27.3309,11.9609,6.2296,2.0086,1.0397,0.9689,3.1735,0.85,2.6975,1.0,0.8949,1.7797,53.86,Medium,1
302,11,10,1,23.59,26.71,18.46,65.58,1.599,23.96,3.79,47.91,6.58,161.6,16.9,114.5,48.3,30.4008,12.6881,7.6218,2.8152,1.8461,0.9691,3.0864,0.4,1.2346,0.9303,0.7068,0.4532,67.52,Medium,1
16,1,12,3,25.78,29.66,21.39,35.96,5.121,13.27,2.2,63.53,7.09,156.7,48.7,247.8,56.9,27.66,9.681,5.4754,3.3544,1.2061,2.1483,6.8209,1.15,7.8441,1.0,0.4142,7.4383,68.7,Medium,1
129,5,6,2,35.75,39.45,31.83,63.54,1.258,45.8,9.42,47.45,7.31,166.6,52.9,20.0,56.9,38.9953,24.0925,16.2271,5.936,3.7717,2.1643,6.3909,0.85,5.4322,0.9149,1.191,3.7759,67.68,Medium,1
63,3,10,3,26.83,30.66,23.34,62.33,2.761,0.0,2.34,38.44,6.54,186.6,39.3,219.3,54.8,33.6099,11.7635,7.631,3.6375,2.2674,1.3701,4.1118,1.15,4.7286,0.6148,0.0,2.9021,83.16,High,1
109,4,6,3,35.29,38.86,30.73,31.47,2.483,12.92,7.16,46.43,6.5,139.6,21.9,140.0,45.9,38.2436,20.522,11.7569,5.6821,1.788,3.8941,7.6419,1.15,8.7882,0.8809,0.404,7.3478,76.41,High,1
21,1,17,3,23.49,28.34,17.7,48.77,2.322,3.96,5.77,54.63,6.09,55.9,56.0,264.9,65.9,28.1323,14.3659,7.4131,2.9404,1.4339,1.5065,4.1568,1.15,4.7803,1.0,0.1296,4.6504,76.88,High,1
158,6,18,1,28.39,33.37,22.72,86.06,1.544,127.17,10.56,60.59,7.37,104.8,19.3,220.4,57.4,39.2266,25.65,16.9796,3.9492,3.3988,0.5505,5.3721,0.4,2.1488,1.0,4.239,0.0,51.35,Medium,0
269,9,13,3,25.5,28.94,19.74,90.11,1.376,75.58,9.4,62.84,6.27,103.7,24.4,302.0,58.9,34.7616,22.4188,14.2108,3.1464,2.8351,0.3113,4.1675,1.15,4.7927,1.0,2.5193,2.3006,64.57,Medium,1
162,6,9,3,29.4,34.62,23.5,95.11,1.8,239.61,10.92,48.29,6.45,165.5,22.9,116.9,45.6,39.2204,26.1606,17.9733,4.2012,3.9956,0.2056,5.3659,1.15,6.1708,0.9431,4.9654,0.8489,70.33,Medium,1
260,9,9,4,24.39,28.14,20.89,67.03,2.835,42.02,5.21,61.04,6.22,96.7,31.5,190.5,54.8,35.7807,16.6798,10.2776,3.1409,2.1055,1.0354,4.3244,0.7,3.027,1.0,1.1181,1.8485,61.79,Medium,1
102,4,7,4,31.27,35.12,27.83,52.8,2.79,20.18,9.2,33.35,6.64,152.6,54.3,288.8,65.1,37.8049,23.5026,14.1943,4.7018,2.4825,2.2193,6.9281,0.7,4.8496,0.4451,0.6076,1.554,82.62,High,1
223,8,10,4,29.69,35.17,25.4,72.6,3.641,65.64,8.37,58.61,6.92,146.3,49.4,201.1,55.9,38.4149,22.2761,14.4271,4.4605,3.2383,1.2221,5.8953,0.7,4.1267,1.0,1.4986,2.6321,74.34,Medium,1
59,2,6,2,22.75,28.45,17.68,44.91,1.799,37.3,10.3,58.21,6.67,57.4,21.3,257.7,52.2,33.0574,22.9168,11.5266,2.952,1.3257,1.6263,5.0006,0.85,4.2505,1.0,1.0208,3.2167,68.57,Medium,1
247,9,14,2,20.92,26.39,16.6,90.01,3.327,18.35,10.9,32.39,5.28,10.0,25.2,127.7,21.1,37.0004,25.6539,15.4859,2.665,2.3988,0.2662,4.0438,0.85,3.4372,0.4128,0.5578,0.83,33.97,Low,1
128,5,10,4,37.66,41.1,31.98,44.04,4.375,13.31,10.92,45.5,6.62,149.1,42.8,202.5,53.8,38.9728,26.3905,16.3589,6.2841,2.7674,3.5166,10.2205,0.7,7.1543,0.8501,0.4153,5.6984,84.78,High,1
283,10,11,1,31.4,37.4,26.25,52.03,4.179,8.73,11.37,41.72,7.0,213.4,17.6,161.3,52.9,32.9673,24.3247,13.6983,4.9124,2.5559,2.3566,7.8674,0.4,3.147,0.7239,0.2789,1.9653,71.51,Medium,1
325,11,7,1,24.41,29.43,19.51,47.56,2.369,3.7,9.39,66.92,6.79,91.6,13.3,183.2,41.6,27.7788,18.7557,8.8524,3.1869,1.5157,1.6711,4.7423,0.4,1.8969,1.0,0.1212,1.7509,51.53,Medium,1
25,1,15,4,16.76,21.3,13.55,62.03,3.113,5.36,6.41,51.75,6.18,148.8,25.9,113.1,46.3,28.5544,15.3772,7.8668,2.0426,1.267,0.7756,3.4266,0.7,2.3986,1.0,0.1742,2.1926,69.1,Medium,1
131,5,15,2,34.86,40.73,31.34,33.66,3.993,8.51,7.75,37.3,7.0,183.2,14.4,42.4,50.7,39.0363,21.5492,12.4115,6.1226,2.0607,4.0619,9.6548,0.85,8.2066,0.5768,0.2721,4.4502,58.86,Medium,1
353,12,6,2,27.18,32.63,22.9,64.41,1.229,3.62,8.06,42.3,7.12,167.3,36.2,20.0,48.0,26.4179,16.3887,8.7913,3.8597,2.4862,1.3735,3.5817,0.85,3.0445,0.7434,0.1186,2.1953,67.38,Medium,1
196,7,9,1,25.51,30.58,19.58,96.89,5.313,19.22,9.97,46.92,6.44,207.3,43.8,178.1,67.6,39.0231,24.7036,16.2881,3.3322,3.2285,0.1037,3.7859,0.4,1.5144,0.8973,0.5816,0.7429,80.62,High,1
281,10,12,3,29.92,35.44,25.92,57.95,2.872,0.0,9.91,46.4,7.42,141.3,22.9,89.2,45.5,33.2346,22.3969,12.9676,4.553,2.6385,1.9146,6.2519,1.15,7.1897,0.8801,0.0,6.3473,55.58,Medium,1
154,6,11,1,29.07,33.22,24.18,84.27,1.724,15.98,11.07,38.76,5.88,202.6,31.9,121.6,51.1,39.2275,26.4334,17.5192,4.0547,3.4169,0.6378,5.6265,0.4,2.2506,0.6253,0.4919,0.9185,69.97,Medium,1
133,5,15,3,37.43,42.48,31.46,31.59,2.578,15.71,9.97,41.27,6.33,177.1,29.5,123.8,49.5,39.0723,24.9262,14.2013,6.5103,2.0567,4.4536,8.7905,1.15,10.1091,0.7089,0.4841,6.6577,67.79,Medium,1
227,8,6,2,29.66,33.23,25.86,88.43,3.456,69.08,3.36,59.35,6.7,171.4,45.7,127.7,58.2,38.2492,14.6471,10.3088,4.2147,3.7269,0.4878,3.5187,0.85,2.9909,1.0,1.5391,1.4457,70.64,Medium,1
189,7,6,2,27.7,33.66,24.2,92.09,3.925,104.36,4.87,56.35,6.93,143.1,22.3,108.1,43.1,39.0895,17.0656,11.7339,4.1203,3.7944,0.326,3.5921,0.85,3.0533,1.0,3.4786,0.0,60.2,Medium,0
265,9,13,4,25.8,30.57,21.16,83.01,1.816,60.62,8.04,52.1,6.66,145.2,10.5,255.2,51.9,35.2304,20.6361,12.9821,3.447,2.8615,0.5855,4.1912,0.7,2.9339,1.0,1.4327,1.5132,78.35,High,1
134,5,9,2,32.21,37.65,27.55,45.47,1.936,16.65,11.13,45.95,6.16,213.4,50.0,201.3,65.1,39.0886,26.6778,15.6323,5.0922,2.3153,2.777,7.2277,0.85,6.1436,0.8649,0.5106,4.8386,82.78,High,1
211,8,10,3,26.07,30.3,20.31,96.63,3.904,109.92,10.25,54.32,6.76,152.6,20.3,278.3,58.5,38.7774,25.1655,16.6578,3.3495,3.2367,0.1128,4.1443,1.15,4.766,1.0,3.6639,1.1131,74.63,Medium,1
60,2,18,1,23.52,28.79,20.44,43.33,4.046,15.13,7.58,48.53,7.73,98.3,42.5,107.1,40.1,33.1965,19.1201,9.9773,3.1801,1.378,1.802,6.3726,0.4,2.5491,0.9509,0.4678,1.977,51.56,Medium,1
364,12,12,4,23.79,27.95,19.57,63.3,3.226,10.05,5.52,55.36,7.1,123.6,36.5,30.4,36.8,26.5983,13.3844,7.2265,3.0233,1.9137,1.1096,3.8869,0.7,2.7208,1.0,0.3189,2.3778,58.8,Medium,1
364,12,13,3,19.84,24.61,15.91,57.28,3.209,19.39,2.97,50.44,6.82,118.5,41.5,98.7,48.7,26.5983,10.2684,5.7295,2.4514,1.4042,1.0473,3.5466,1.15,4.0785,1.0,0.5863,3.4807,69.76,Medium,1
213,8,15,1,24.25,29.58,19.54,80.27,1.61,34.85,10.41,41.37,5.56,51.8,28.2,120.2,36.1,38.7293,25.4066,15.7428,3.2072,2.5743,0.6329,4.931,0.4,1.9724,0.7124,0.9673,0.4417,51.17,Medium,1
216,8,12,1,25.03,28.38,22.0,98.0,5.29,106.73,10.07,59.23,6.63,168.8,40.1,20.0,54.0,38.6486,24.8893,16.2972,3.2538,3.1888,0.0651,3.6565,0.4,1.4626,1.0,3.5577,0.0,64.5,Medium,0
226,8,7,1,22.65,26.72,17.52,86.83,4.122,366.53,9.04,56.97,7.33,206.7,37.6,324.4,64.9,38.293,23.2635,14.5557,2.755,2.3921,0.3629,4.0165,0.4,1.6066,1.0,5.3884,0.0,71.94,Medium,0
131,5,9,2,35.1,39.73,30.64,57.83,4.287,23.1,9.26,39.28,6.72,112.0,19.1,129.0,53.7,39.0363,23.8462,15.5348,5.8372,3.3758,2.4613,8.353,0.85,7.1,0.6428,0.6845,3.8502,64.77,Medium,1
76,3,15,1,29.97,33.97,24.87,57.11,1.396,15.22,8.69,50.6,6.94,105.2,44.6,149.0,53.3,35.2956,21.6912,12.9791,4.2263,2.4136,1.8127,5.2403,0.4,2.0961,1.0,0.4702,1.6206,72.48,Medium,1
286,10,17,2,32.78,36.7,28.43,55.03,6.075,8.88,2.72,45.4,7.74,180.3,49.8,103.2,52.3,32.5624,11.9591,7.8058,5.025,2.7651,2.2599,7.2487,0.85,6.1614,0.8468,0.2835,4.9207,57.86,Medium,1
277,10,6,1,26.16,30.01,21.74,51.03,2.298,4.21,7.06,41.76,6.74,206.4,7.6,155.9,51.0,33.7602,18.5786,10.4787,3.4234,1.7471,1.6763,5.072,0.4,2.0288,0.7254,0.1374,1.3245,69.61,Medium,1
156,6,15,1,29.26,32.95,23.58,89.57,3.202,87.79,9.09,57.06,6.15,170.6,32.3,128.3,59.4,39.2278,23.4543,15.9642,3.9623,3.5491,0.4132,4.8212,0.4,1.9285,1.0,2.9264,0.0,71.14,Medium,0
248,9,14,2,21.05,26.6,17.42,82.99,4.527,0.0,8.98,63.98,6.02,81.2,26.8,139.0,47.7,36.918,22.7424,13.6776,2.7365,2.271,0.4655,4.0967,0.85,3.4822,1.0,0.0,3.4785,57.47,Medium,1
218,8,8,2,24.98,30.75,21.33,63.78,0.976,232.35,3.57,56.31,6.72,151.8,52.2,200.3,57.1,38.5886,15.0472,9.6896,3.4836,2.2218,1.2618,3.6187,0.85,3.0759,1.0,4.9412,0.0,75.12,High,0
190,7,17,3,25.18,30.28,20.5,73.75,1.852,20.52,3.69,49.66,8.08,188.2,26.8,20.0,39.2,39.0812,15.2897,10.0978,3.3612,2.4789,0.8822,3.7485,1.15,4.3107,0.9886,0.6167,3.6238,41.4,Low,1
163,6,8,1,29.04,32.13,24.05,93.51,2.027,1.28,2.62,46.33,6.65,157.1,40.6,299.3,57.8,39.2182,13.7264,9.8168,3.8912,3.6388,0.2524,3.0075,0.4,1.203,0.8777,0.0423,1.0225,86.94,High,1
180,6,15,2,25.7,31.06,21.64,90.84,3.649,129.18,9.51,69.55,5.61,123.7,24.4,154.3,48.7,39.1497,23.9926,15.635,3.5469,3.222,0.3249,4.455,0.85,3.7867,1.0,4.306,0.0,43.4,Low,0
34,2,14,3,24.61,29.21,20.05,41.62,1.771,18.3,6.75,44.72,6.29,150.2,19.7,151.5,45.6,29.6246,16.3127,8.1794,3.2,1.3318,1.8682,4.3427,1.15,4.9941,0.824,0.5565,3.5474,74.22,Medium,1
41,2,15,3,26.77,32.05,23.09,46.57,2.106,3.2,7.63,32.85,6.0,184.3,56.0,199.7,61.3,30.5447,17.933,9.3449,3.7957,1.7676,2.0281,5.0085,1.15,5.7598,0.4282,0.105,2.3781,76.93,High,1
307,11,8,2,22.18,26.49,18.77,45.86,2.067,0.0,9.21,49.2,6.9,192.4,13.7,315.1,57.1,29.7576,19.5988,9.4052,2.8137,1.2903,1.5235,4.5315,0.85,3.8518,0.9733,0.0,3.7588,78.46,High,1
338,12,13,1,17.1,20.23,13.39,66.56,4.664,0.0,8.61,40.15,7.58,152.5,26.3,252.8,51.2,26.839,17.2704,8.3442,1.9539,1.3005,0.6533,3.5475,0.4,1.419,0.6716,0.0,0.9575,58.34,Medium,1
314,11,7,3,27.7,32.74,21.95,36.59,0.374,12.86,2.23,51.28,5.74,94.8,38.2,107.5,59.0,28.9141,10.1199,5.8749,3.7971,1.3894,2.4077,2.3955,1.15,2.7548,1.0,0.4022,2.3559,60.9,Medium,1
75,3,18,1,25.51,29.84,20.1,45.86,1.164,40.75,7.29,48.7,6.43,73.9,29.8,102.3,57.4,35.1739,19.573,10.9031,3.2784,1.5036,1.7748,4.4525,0.4,1.781,0.9568,1.0927,0.6371,71.69,Medium,1
279,10,8,1,29.14,34.76,25.72,52.79,4.857,13.02,5.34,44.13,7.17,72.2,9.4,109.1,26.3,33.499,16.0048,9.5187,4.4282,2.3378,2.0904,6.859,0.4,2.7436,0.8042,0.4069,1.7999,57.16,Medium,1
176,6,7,3,31.88,37.09,28.74,67.56,2.902,42.23,9.2,49.25,7.07,89.8,2.0,205.9,37.5,39.1705,23.5359,15.3494,5.1252,3.4626,1.6626,6.5362,1.15,7.5166,0.975,1.1223,6.2004,57.75,Medium,1
150,5,6,2,37.09,41.17,33.81,52.82,0.923,10.71,7.27,45.61,7.33,162.5,20.4,91.8,44.2,39.2214,20.7564,13.7099,6.5558,3.4629,3.0929,5.7275,0.85,4.8684,0.8536,0.3387,3.8111,61.83,Medium,1
273,10,7,1,25.57,30.74,21.69,41.56,2.399,26.58,7.04,47.92,6.98,90.6,51.0,128.1,43.5,34.2704,18.7763,10.1274,3.5111,1.4592,2.0519,5.5654,0.4,2.2261,0.9307,0.7729,1.3384,71.67,Medium,1
325,11,13,4,21.34,25.83,15.91,43.62,4.973,0.0,8.29,51.36,7.9,28.7,29.9,248.9,38.0,27.7788,17.368,8.0073,2.5679,1.1201,1.4477,5.8173,0.7,4.0721,1.0,0.0,4.0741,43.17,Low,1
108,4,14,2,31.05,34.65,27.09,46.8,3.553,6.48,2.5,44.37,6.67,116.9,21.9,191.1,50.7,38.187,13.3655,8.7399,4.5498,2.1295,2.4203,6.3505,0.85,5.398,0.8124,0.2091,4.1916,76.65,High,1
139,5,18,3,35.43,39.69,31.88,50.19,1.627,41.18,7.91,48.49,7.23,157.5,32.4,102.3,48.3,39.1536,21.7678,13.8609,5.9883,3.0055,2.9828,6.4478,1.15,7.415,0.9495,1.1013,5.9721,63.47,Medium,1
350,12,7,4,21.38,25.04,17.19,46.36,2.259,49.82,2.18,40.71,6.29,154.4,56.0,106.0,59.9,26.4411,9.2544,5.2531,2.5684,1.1907,1.3777,3.4868,0.7,2.4408,0.6905,1.2635,0.3989,75.59,High,1
271,10,12,1,31.4,34.42,28.03,52.95,2.458,12.35,9.19,40.82,7.15,92.1,37.1,228.0,42.7,34.5186,22.0017,12.9457,4.6159,2.4443,2.1716,6.2977,0.4,2.5191,0.6939,0.3874,1.4042,64.27,Medium,1
347,12,10,2,23.67,27.41,19.26,64.46,3.599,18.99,10.49,51.97,7.12,106.4,27.8,148.7,52.5,26.4953,19.3798,9.6129,2.9423,1.8965,1.0458,4.4582,0.85,3.7895,1.0,0.5752,3.2486,62.5,Medium,1
289,10,8,4,26.17,29.8,21.15,60.67,3.672,4.21,9.6,51.16,6.86,215.0,30.5,225.4,54.8,32.1543,21.4108,11.975,3.3523,2.0337,1.3186,5.5504,0.7,3.8853,1.0,0.1375,3.7623,80.76,High,1
212,8,14,2,27.12,30.13,23.01,97.14,1.764,48.19,6.64,54.36,6.91,69.0,46.0,147.3,46.5,38.7539,19.7099,13.4587,3.5426,3.4412,0.1015,3.805,0.85,3.2343,1.0,1.2348,2.0081,62.96,Medium,1
272,10,11,1,31.77,37.12,28.25,51.25,3.405,46.99,3.04,51.62,7.46,125.8,10.9,140.0,50.1,34.3952,13.0204,8.3292,5.0747,2.6008,2.4739,6.0119,0.4,2.4047,1.0,1.213,1.1819,50.29,Medium,1
66,3,16,2,27.21,30.44,22.85,51.29,5.708,7.41,8.02,43.11,6.04,118.2,22.7,185.5,54.9,34.0162,20.1267,11.3519,3.5683,1.8301,1.7382,7.2094,0.85,6.128,0.7704,0.2382,4.4777,71.29,Medium,1
248,9,6,4,27.2,31.55,21.91,84.08,0.821,49.9,2.94,50.98,7.83,110.1,31.0,336.0,58.7,36.918,13.6562,9.3461,3.6319,3.0537,0.5782,3.0707,0.7,2.1495,1.0,1.265,0.8854,55.97,Medium,1
156,6,10,2,24.81,29.07,21.58,66.67,3.888,80.22,10.57,51.79,6.96,207.2,26.6,53.6,52.5,39.2278,25.6811,15.4247,3.2994,2.1997,1.0998,5.9826,0.85,5.0852,1.0,2.6739,2.4247,69.91,Medium,1
47,2,12,3,23.65,27.19,20.43,62.34,2.838,0.55,2.28,52.93,7.01,10.0,38.4,138.3,35.4,31.3717,10.9801,6.8937,3.0035,1.8724,1.131,3.6847,1.15,4.2374,1.0,0.0183,4.2292,58.37,Medium,1
201,7,9,3,22.77,28.67,18.82,78.25,2.071,9.16,3.31,46.26,5.8,180.3,45.4,117.5,53.9,38.9601,14.7071,9.6924,3.0512,2.3876,0.6636,3.4027,1.15,3.9131,0.8752,0.2918,3.1348,66.57,Medium,1
148,5,13,4,38.1,42.91,33.85,51.56,3.736,28.58,10.76,33.84,7.38,136.9,45.8,132.5,49.9,39.2153,26.0142,16.9511,6.9374,3.5767,3.3607,9.4269,0.7,6.5989,0.4613,0.8221,2.2545,60.84,Medium,1
124,5,15,2,33.75,39.19,30.1,56.27,1.879,32.79,2.77,64.76,6.23,55.6,38.4,163.5,64.0,38.8688,13.9452,9.4825,5.6641,3.1873,2.4768,4.9689,0.85,4.2235,1.0,0.921,3.3082,65.56,Medium,1
1,1,10,4,23.1,27.59,20.02,44.28,1.911,14.98,4.49,44.52,6.49,138.0,14.0,112.0,52.5,26.6755,12.1596,6.1541,3.0157,1.3352,1.6805,3.749,0.7,2.6243,0.8175,0.4635,1.6745,64.49,Medium,1
247,9,14,2,27.59,32.76,23.93,74.59,2.492,35.33,2.46,44.05,7.09,30.8,18.5,82.1,32.9,37.0004,12.9501,8.7884,3.9666,2.9588,1.0078,3.7481,0.85,3.1859,0.8015,0.9779,1.521,56.36,Medium,1
343,12,14,1,29.77,35.68,25.47,55.9,2.34,22.29,7.26,37.92,6.83,136.7,39.6,198.7,48.2,26.615,15.5024,8.3457,4.5475,2.5422,2.0053,4.7248,0.4,1.8899,0.5972,0.6635,0.5031,76.43,High,1
128,5,14,3,34.34,38.38,31.1,56.36,1.13,25.88,10.28,40.64,7.13,87.8,25.0,224.0,41.5,38.9728,25.413,16.1781,5.64,3.179,2.461,6.4446,1.15,7.4112,0.6878,0.7556,4.3395,62.3,Medium,1
191,7,6,1,23.06,27.57,17.91,98.0,0.478,382.82,2.95,60.27,6.6,171.0,34.5,145.0,59.4,39.0726,14.1882,9.7373,2.8693,2.8119,0.0574,2.8136,0.4,1.1254,1.0,5.4427,0.0181,72.48,Medium,0
67,3,7,2,27.82,32.36,23.16,54.44,2.994,22.41,4.4,43.23,7.11,158.6,19.2,239.2,51.3,34.1497,14.9256,9.0924,3.8452,2.0932,1.7521,5.1827,0.85,4.4053,0.7744,0.6667,2.7673,65.91,Medium,1
4,1,8,1,19.87,25.85,15.57,57.35,1.911,0.0,7.93,46.87,7.83,190.2,40.6,175.7,49.9,26.8161,16.4393,7.837,2.5503,1.4625,1.0878,3.4652,0.4,1.3861,0.8958,0.0,1.2457,54.63,Medium,1
303,11,9,4,23.78,27.48,19.23,75.25,2.575,8.44,10.61,45.52,7.1,167.9,15.1,212.6,48.9,30.27,21.7532,12.134,2.9478,2.2183,0.7295,4.1848,0.7,2.9294,0.8506,0.2698,2.235,65.87,Medium,1
294,10,15,4,29.82,34.84,24.85,55.46,1.435,6.96,7.06,35.38,6.19,156.0,56.0,178.9,56.8,31.4729,17.5541,10.1731,4.3572,2.4164,1.9407,4.5357,0.7,3.175,0.5128,0.2242,1.3898,76.85,High,1
143,5,14,2,33.32,36.74,27.34,56.33,2.74,43.18,2.59,47.54,5.75,106.4,13.1,83.0,27.6,39.1887,13.7161,9.3826,4.9106,2.7663,2.1444,5.3975,0.85,4.5879,0.918,1.141,3.075,52.92,Medium,1
191,7,15,3,26.4,32.19,21.08,52.87,1.897,19.94,12.85,50.24,6.35,133.1,48.9,211.3,65.8,39.0726,29.0026,16.5357,3.6521,1.9308,1.7213,6.493,1.15,7.467,1.0,0.6009,6.8739,80.38,High,1
21,1,18,4,23.49,28.26,18.87,48.13,2.906,16.7,2.21,52.19,6.8,106.7,45.0,195.5,50.6,28.1323,9.8463,5.7806,3.0088,1.4483,1.5606,4.2255,0.7,2.9578,1.0,0.5121,2.4462,73.4,Medium,1
227,8,11,3,25.62,31.2,20.31,84.04,3.18,150.1,7.27,56.35,5.71,152.4,42.9,145.0,59.1,38.2492,20.5788,13.3029,3.4641,2.9112,0.5529,4.3039,1.15,4.9495,1.0,4.667,0.2856,64.53,Medium,0
313,11,6,2,26.67,32.36,22.25,44.38,0.374,15.47,5.37,47.5,7.59,199.9,18.2,90.3,39.2,29.0297,14.2324,7.5161,3.7682,1.6725,2.0957,2.8289,0.85,2.4046,0.9167,0.4774,1.7565,57.36,Medium,1
117,4,17,3,32.26,36.94,28.33,54.13,2.247,2.92,12.1,43.67,6.26,51.3,26.1,226.2,51.8,38.6268,28.1741,17.0885,5.0531,2.7354,2.3177,7.4587,1.15,8.5775,0.7891,0.0959,6.7009,74.5,Medium,1
302,11,14,2,19.99,25.04,16.21,59.19,3.404,0.0,2.27,57.21,7.27,163.6,39.8,178.9,56.7,30.4008,10.6403,6.4569,2.5088,1.4849,1.0239,3.7218,0.85,3.1635,1.0,0.0,3.1474,60.15,Medium,1
142,5,11,1,35.15,40.24,30.95,61.24,3.471,5.25,7.85,56.7,7.1,182.1,20.7,216.8,59.6,39.1812,21.6663,14.4555,5.976,3.6594,2.3165,7.3319,0.4,2.9328,1.0,0.1706,2.7721,68.36,Medium,1
39,2,9,2,24.2,28.58,21.19,50.91,2.071,32.92,4.04,47.9,5.7,127.3,27.0,137.9,56.4,30.2759,12.9905,7.3541,3.2124,1.6354,1.577,4.005,0.85,3.4043,0.9299,0.9239,2.2735,68.48,Medium,1
355,12,9,1,21.07,25.38,17.54,36.42,3.924,28.68,9.27,58.44,6.56,94.5,18.7,265.0,62.1,26.4196,17.8479,7.268,2.6228,0.9553,1.6674,5.6466,0.4,2.2587,1.0,0.8244,1.4349,69.71,Medium,1
252,9,8,2,27.62,31.18,24.24,82.86,3.067,3.84,9.38,46.46,6.5,110.0,47.2,125.5,52.4,36.5692,23.202,14.9055,3.7828,3.1345,0.6482,4.9144,0.85,4.1772,0.8821,0.1257,3.5719,78.02,High,1
333,12,12,4,23.91,28.06,18.03,47.8,6.366,19.49,8.97,54.23,7.8,96.8,4.4,142.8,31.7,27.1421,17.877,8.4064,2.9308,1.4009,1.5299,6.5648,0.7,4.5953,1.0,0.5889,4.0067,39.53,Low,1
207,7,8,4,25.55,31.52,22.35,74.33,2.536,8.32,8.25,53.58,6.45,74.7,47.9,181.3,54.1,38.8611,22.1429,13.8498,3.6639,2.7232,0.9407,5.023,0.7,3.5161,1.0,0.2663,3.2271,77.72,High,1
210,7,7,3,25.25,29.06,20.74,79.18,2.053,106.56,6.08,48.8,7.85,175.3,51.4,170.2,61.0,38.7998,18.8767,12.2174,3.2334,2.5601,0.6733,4.08,1.15,4.692,0.96,3.5521,0.9409,58.56,Medium,1
115,4,15,2,36.05,41.33,30.29,48.53,4.747,12.72,8.3,36.4,7.62,160.8,32.2,117.1,58.4,38.5422,22.3428,14.1084,6.1151,2.9678,3.1473,9.3448,0.85,7.9431,0.5468,0.3982,3.957,55.9,Medium,1
225,8,13,2,22.31,25.49,17.49,79.82,2.15,38.11,11.23,54.38,6.69,119.2,6.1,231.6,65.2,38.3351,26.5941,16.0914,2.6305,2.0997,0.5309,4.7169,0.85,4.0094,1.0,1.038,2.9643,67.68,Medium,1
134,5,9,2,34.17,38.57,29.69,47.43,3.026,40.3,3.33,43.68,7.1,135.9,47.7,282.4,60.8,39.0886,14.8316,9.7726,5.5002,2.6086,2.8916,6.5382,0.85,5.5574,0.7894,1.0835,3.2977,78.24,High,1
251,9,13,3,28.49,31.67,23.27,96.38,3.955,27.08,9.1,35.94,6.52,171.0,43.3,206.5,53.0,36.6593,22.8202,15.4881,3.7608,3.6247,0.1361,4.043,1.15,4.6494,0.5315,0.7854,1.7035,80.0,High,1
219,8,6,4,26.34,30.77,22.28,84.66,2.351,0.0,2.55,35.5,5.81,144.3,32.7,114.1,44.5,38.5566,13.4948,9.3036,3.5613,3.0151,0.5462,3.2169,0.7,2.2518,0.5165,0.0,1.1817,60.78,Medium,1
91,4,10,2,32.41,35.5,28.83,54.7,2.285,9.28,2.91,51.84,7.35,144.7,54.4,156.8,55.9,36.9088,13.6273,9.0429,4.8726,2.6655,2.2071,5.0444,0.85,4.2878,1.0,0.2956,3.9986,65.01,Medium,1
354,12,18,3,22.98,27.82,17.43,56.16,1.746,35.34,5.52,46.47,6.73,119.7,32.0,190.3,52.5,26.417,13.299,6.8874,2.8657,1.6093,1.2564,3.3148,1.15,3.812,0.8822,0.9782,2.3945,72.17,Medium,1
46,2,14,2,22.63,27.39,19.46,38.26,5.413,0.0,2.99,53.96,6.65,87.6,23.7,285.2,49.9,31.2322,11.8976,6.7316,2.9544,1.1302,1.8241,6.6645,0.85,5.6648,1.0,0.0,5.6484,74.02,Medium,1
